State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,5800,6500,6500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Rose(Local),"Rose (Local)",Local,29/07/2025,12000,14000,14000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Namakkal,Tiruchengode,Amaranthus,Amaranthus,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Namakkal,Tiruchengode,"Amla(Nelli Kai)",Amla,Local,29/07/2025,8000,8500,8500
"Tamil Nadu",Namakkal,Tiruchengode,Beetroot,Beetroot,Local,29/07/2025,4000,5500,5500
"Tamil Nadu",Namakkal,Tiruchengode,"Elephant Yam (Suran)","Elephant Yam (Suran)",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Namakkal,Tiruchengode,"Knool Khol","Knool Khol",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Namakkal,Tiruchengode,Lemon,Lemon,Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Namakkal,Tiruchengode,"Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Namakkal,Tiruchengode,Orange,Darjeeling,Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Namakkal,Tiruchengode,Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,5000,5500,5500
"Tamil Nadu",Namakkal,Tiruchengode,Snakeguard,Snakeguard,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,2000,3000,3000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1500,1500,1500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,2200,2200,2200
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,29/07/2025,4800,4800,4800
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,8000,8000,8000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Grapes,Annabesahai,Local,29/07/2025,12000,14000,14000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,3500,3500,3500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,3500,6000,6000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Thondekai,Thondekai,Local,29/07/2025,6400,6400,6400
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,800,1000,1000
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Jack Fruit","Jack Fruit",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,1000,1500,1500
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,5500,6000,6000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Tomato,Deshi,Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,500,1000,1000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Lime,Lime,Local,29/07/2025,12000,13000,13000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,29/07/2025,8000,9000,9000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,6000,6500,6500
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,29/07/2025,8000,8000,8000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,5000,5000,5000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,2500,2500,2500
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Capsicum,Capsicum,Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,2500,2500,2500
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Maize,"Deshi Red",Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,2000,2000,2000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2500,2800,2800
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Tapioca,Tapioca,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )",Maize,"Deshi Red",Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )","Mousambi(Sweet Lime)",Mousambi,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,3500,3800,3800
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,3400,3600,3600
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )",Tapioca,Tapioca,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Salem,"Attayampatti(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Salem,"Attayampatti(Uzhavar Sandhai )",Brinjal,Round,Local,29/07/2025,2600,3200,3200
"Tamil Nadu",Salem,"Attayampatti(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Salem,"Attayampatti(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,7500,8000,8000
"Tamil Nadu",Salem,"Attayampatti(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,3000,3600,3600
"Tamil Nadu",Salem,"Edapadi (Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1800,2000,2000
"Tamil Nadu",Salem,"Edapadi (Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Custard Apple (Sharifa)","Custard Apple(Sharifa)",Local,29/07/2025,4000,5000,5000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,6400,6400,6400
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,6400,7000,7000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,29/07/2025,6000,6500,6500
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,29/07/2025,5600,5600,5600
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,2000,2000,2000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1800,2000,2000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,8000,8400,8400
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,6500,7000,7000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,29/07/2025,5500,6000,6000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,4000,5000,5000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Lime,Lime,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,2200,2600,2600
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,1800,2000,2000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,29/07/2025,6500,7000,7000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1600,1800,1800
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,1800,2000,2000
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,6000,6600,6600
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,29/07/2025,5400,5600,5600
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,4000,5000,5000
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,2400,2600,2600
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,8000,8400,8400
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Garlic,Average,Local,29/07/2025,12000,14000,14000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,7500,7800,7800
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Maize,"Deshi Red",Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1800,2000,2000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,29/07/2025,9400,10400,10400
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,29/07/2025,2000,3000,3000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,4000,5400,5400
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,2600,3400,3400
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,3200,3800,3800
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,2200,2800,2800
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,4500,6500,6500
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,7500,8500,8500
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,7500,8500,8500
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,3200,3500,3500
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1500,2000,2000
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,5500,6000,6000
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,1500,2000,2000
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,3200,3800,3800
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Cauliflower,Ranchi,Local,29/07/2025,2600,3200,3200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,6200,7200,7200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,5600,6200,6200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Lime,Lime,Local,29/07/2025,13000,16000,16000
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,29/07/2025,25000,25000,25000
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,3200,3800,3800
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,29/07/2025,6200,6200,6200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,1600,1800,1800
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,2200,2600,2600
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,29/07/2025,8200,9200,9200
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,4000,4400,4400
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,29/07/2025,2800,3400,3400
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,29/07/2025,2400,2800,2800
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,4000,4400,4400
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,3200,3500,3500
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,1800,2000,2000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,4000,4500,4500
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Capsicum,Capsicum,Local,29/07/2025,7000,8000,8000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,29/07/2025,2500,3000,3000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,7500,8000,8000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,29/07/2025,5500,6000,6000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,5000,6000,6000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2600,3000,3000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,4500,5000,5000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,29/07/2025,6000,7000,7000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Tomato,Deshi,Local,29/07/2025,3000,3500,3500
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Turnip,Turnip,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Banana,Besrai,Local,29/07/2025,4000,6000,6000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,1800,2000,2000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,5000,5500,5500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,4800,5000,5000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,6000,6500,6500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,29/07/2025,2200,2500,2500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Lime,Lime,Local,29/07/2025,15000,16000,16000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Mango,Safeda,Local,29/07/2025,3000,4000,4000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,4200,4500,4500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,3200,3500,3500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Tomato,Deshi,Local,29/07/2025,3600,3800,3800
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1500,1700,1700
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,29/07/2025,3600,4000,4000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,6800,7000,7000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,3200,3200,3200
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,2500,2500,2500
